aX,aY,aZ,gX,gY,gZ
2.083,1.298,0.776,0.602,-0.209,0.157
1.958,1.542,0.881,0.517,-0.170,0.102
1.810,1.738,1.049,0.434,-0.137,0.064
1.657,1.867,1.240,0.355,-0.111,0.042
1.561,1.982,1.437,0.278,-0.084,0.028
1.465,2.097,1.623,0.197,-0.069,0.017
1.465,2.222,1.877,0.114,-0.072,0.002
1.499,2.327,2.188,0.032,-0.082,-0.028
1.422,2.298,2.686,-0.032,-0.095,-0.064
1.221,2.255,3.227,-0.064,-0.103,-0.098
0.962,2.303,3.634,-0.077,-0.108,-0.125
0.699,2.428,3.893,-0.094,-0.107,-0.138
0.421,2.562,4.113,-0.127,-0.107,-0.137
0.235,2.624,4.487,-0.169,-0.112,-0.121
0.192,2.614,4.942,-0.208,-0.112,-0.095
0.220,2.600,5.444,-0.244,-0.099,-0.065
0.359,2.605,5.880,-0.277,-0.075,-0.039
0.532,2.638,6.249,-0.303,-0.043,-0.027
0.642,2.658,6.603,-0.322,-0.007,-0.033
0.632,2.634,6.972,-0.330,0.031,-0.046
0.565,2.571,7.412,-0.318,0.062,-0.058
0.426,2.567,7.781,-0.288,0.085,-0.075
0.259,2.634,8.006,-0.256,0.093,-0.095
0.077,2.701,8.169,-0.227,0.080,-0.120
-0.077,2.816,8.255,-0.209,0.057,-0.144
-0.235,2.911,8.332,-0.210,0.032,-0.164
-0.388,3.007,8.418,-0.229,0.007,-0.176
-0.584,3.055,8.590,-0.266,-0.015,-0.169
-0.627,2.998,8.887,-0.313,-0.029,-0.147
-0.594,2.911,9.251,-0.352,-0.031,-0.121
-0.484,2.830,9.649,-0.375,-0.020,-0.102
-0.388,2.744,10.056,-0.383,0.006,-0.094
-0.302,2.643,10.396,-0.372,0.048,-0.097
-0.316,2.586,10.664,-0.351,0.102,-0.110
-0.479,2.509,10.831,-0.328,0.149,-0.124
-0.690,2.490,10.932,-0.302,0.189,-0.134
-0.871,2.485,10.961,-0.276,0.218,-0.140
-1.030,2.504,10.932,-0.247,0.239,-0.148
-1.216,2.514,10.851,-0.219,0.240,-0.158
-1.384,2.571,10.683,-0.189,0.214,-0.169
-1.499,2.619,10.534,-0.170,0.173,-0.177
-1.561,2.682,10.367,-0.155,0.125,-0.186
-1.618,2.696,10.266,-0.144,0.071,-0.190
-1.566,2.672,10.209,-0.134,0.047,-0.190
-1.638,2.662,10.113,-0.124,0.038,-0.186
-1.595,2.658,10.065,-0.119,0.013,-0.189
-1.556,2.634,10.051,-0.125,0.036,-0.184
-1.609,2.638,9.974,-0.136,0.069,-0.178
-1.681,2.600,9.912,-0.149,0.100,-0.170
-1.800,2.519,9.874,-0.158,0.146,-0.157
-1.958,2.471,9.859,-0.155,0.175,-0.138
-2.116,2.433,9.811,-0.144,0.185,-0.118
-2.212,2.476,9.730,-0.130,0.175,-0.098
-2.227,2.452,9.639,-0.123,0.181,-0.072

-9.457,-7.906,24.258,-0.288,0.545,0.729
-9.797,-8.423,24.972,-0.118,0.455,0.807
-10.013,-8.801,25.364,0.072,0.360,0.850
-10.171,-9.108,25.460,0.272,0.238,0.854
-10.281,-9.352,25.302,0.470,0.099,0.822
-10.463,-9.529,24.952,0.659,-0.054,0.758
-10.783,-9.716,24.320,0.867,-0.240,0.666
-11.195,-9.893,23.664,1.035,-0.402,0.591
-11.679,-10.075,22.984,1.191,-0.562,0.547
-12.043,-10.257,22.314,1.347,-0.693,0.536
-12.435,-10.424,21.514,1.496,-0.785,0.568
-12.574,-10.534,20.619,1.632,-0.886,0.629
-12.301,-10.549,19.556,1.765,-0.905,0.744
-11.880,-10.477,18.445,1.853,-0.858,0.852
-11.214,-10.376,17.262,1.921,-0.769,0.944
-10.582,-10.314,16.027,1.990,-0.656,1.000
-10.003,-10.185,14.748,2.067,-0.517,1.015
-9.687,-10.089,13.350,2.155,-0.356,1.004
-9.749,-9.946,11.636,2.282,-0.204,0.976
-10.051,-9.850,10.252,2.413,-0.147,0.964
-10.372,-9.687,8.835,2.568,-0.161,0.986
-10.530,-9.371,7.341,2.731,-0.229,1.049
-10.463,-8.997,5.775,2.884,-0.337,1.142
-10.147,-8.528,4.271,3.014,-0.477,1.252
-9.582,-7.934,2.772,3.110,-0.609,1.364
-8.887,-7.230,1.408,3.157,-0.707,1.476
-8.159,-6.512,0.192,3.141,-0.777,1.573
-7.389,-5.818,-0.828,3.078,-0.833,1.672
-6.531,-5.181,-1.628,2.979,-0.874,1.776
-5.602,-4.583,-2.284,2.860,-0.894,1.886
-4.563,-3.998,-2.792,2.727,-0.903,1.990
-3.381,-3.371,-3.266,2.587,-0.893,2.074
-1.863,-2.658,-3.764,2.417,-0.854,2.128
-0.565,-2.030,-4.171,2.262,-0.813,2.129
0.766,-1.384,-4.487,2.089,-0.771,2.075
1.896,-0.790,-4.673,1.902,-0.722,1.974
2.792,-0.297,-4.707,1.695,-0.691,1.818
3.472,0.081,-4.587,1.485,-0.648,1.642
3.831,0.340,-4.286,1.280,-0.588,1.453
4.003,0.493,-3.912,1.088,-0.525,1.265
4.056,0.551,-3.472,0.917,-0.463,1.083
3.979,0.498,-2.945,0.764,-0.419,0.902
3.701,0.321,-2.207,0.653,-0.402,0.741
3.323,0.148,-1.336,0.601,-0.412,0.602
2.916,-0.014,-0.493,0.585,-0.406,0.499
2.476,-0.144,0.201,0.606,-0.376,0.433
2.083,-0.139,0.642,0.651,-0.357,0.378
1.901,-0.072,0.843,0.689,-0.329,0.333
1.772,0.067,0.871,0.695,-0.259,0.294
1.604,0.249,0.761,0.665,-0.183,0.266
1.523,0.460,0.737,0.606,-0.132,0.239
1.614,0.637,0.852,0.519,-0.092,0.218
1.815,0.766,1.068,0.429,-0.073,0.184
2.097,0.905,1.346,0.346,-0.090,0.116
2.298,1.001,1.657,0.257,-0.108,0.009
2.212,1.073,1.958,0.157,-0.114,-0.123
1.820,1.087,2.294,0.049,-0.114,-0.252
1.288,1.030,2.830,-0.064,-0.100,-0.352
0.776,0.953,3.438,-0.172,-0.074,-0.422
0.369,0.824,4.075,-0.264,-0.036,-0.472
-0.043,0.704,4.693,-0.330,0.006,-0.498
-0.364,0.594,5.258,-0.357,0.051,-0.508
-0.685,0.488,5.765,-0.349,0.100,-0.504
-0.977,0.412,6.100,-0.310,0.145,-0.485
-1.216,0.436,6.254,-0.255,0.176,-0.459
-1.413,0.532,6.206,-0.209,0.184,-0.433
-1.532,0.704,6.096,-0.184,0.165,-0.417
-1.614,0.848,6.009,-0.189,0.118,-0.412
-1.595,0.919,6.033,-0.218,0.064,-0.423
-1.585,0.915,6.158,-0.256,0.017,-0.442
-1.652,0.862,6.455,-0.298,-0.018,-0.468
-1.791,0.718,6.905,-0.330,-0.036,-0.489
-2.021,0.589,7.460,-0.343,-0.039,-0.502
-2.279,0.421,8.040,-0.327,-0.020,-0.500
-2.538,0.311,8.485,-0.285,0.028,-0.484
-2.777,0.321,8.677,-0.230,0.093,-0.461
-2.993,0.412,8.677,-0.180,0.148,-0.441
-3.199,0.503,8.586,-0.145,0.171,-0.430
-3.357,0.546,8.452,-0.122,0.162,-0.428
-3.534,0.555,8.380,-0.107,0.125,-0.429
-3.701,0.575,8.327,-0.098,0.064,-0.427
-3.783,0.618,8.298,-0.101,-0.009,-0.416
-3.826,0.646,8.351,-0.120,-0.080,-0.400
-3.759,0.675,8.552,-0.156,-0.145,-0.381
-3.639,0.646,8.882,-0.196,-0.179,-0.362
-3.524,0.584,9.304,-0.221,-0.184,-0.346
-3.491,0.469,9.687,-0.220,-0.157,-0.330
-3.539,0.393,9.960,-0.196,-0.094,-0.303
-3.644,0.378,9.974,-0.164,-0.025,-0.268
-3.711,0.388,9.883,-0.134,0.021,-0.236
-3.749,0.402,9.807,-0.105,0.056,-0.211
-3.812,0.426,9.692,-0.081,0.068,-0.195
-3.912,0.426,9.553,-0.064,0.057,-0.189
-4.027,0.417,9.409,-0.056,0.008,-0.192
-4.065,0.397,9.380,-0.053,-0.050,-0.200
-4.118,0.345,9.438,-0.058,-0.078,-0.201
-4.166,0.335,9.510,-0.074,-0.088,-0.192
-4.209,0.326,9.629,-0.098,-0.076,-0.175
-4.175,0.283,9.740,-0.120,-0.045,-0.150
-4.128,0.278,9.850,-0.131,-0.003,-0.127

-9.601,-8.562,22.917,-0.203,-0.704,0.101
-9.931,-9.266,23.894,-0.121,-0.738,0.200
-10.013,-9.917,24.794,-0.022,-0.715,0.342
-9.845,-10.520,25.560,0.102,-0.656,0.502
-9.424,-10.985,26.140,0.266,-0.569,0.658
-8.854,-11.411,26.552,0.505,-0.413,0.815
-8.509,-11.770,26.643,0.755,-0.238,0.930
-8.365,-12.038,26.413,1.042,-0.040,1.025
-8.423,-12.215,25.762,1.344,0.150,1.104
-8.672,-12.359,24.703,1.632,0.295,1.167
-8.950,-12.416,23.415,1.898,0.378,1.211
-9.275,-12.412,22.060,2.142,0.381,1.240
-9.653,-12.364,20.672,2.363,0.302,1.265
-10.013,-12.316,19.336,2.560,0.143,1.297
-10.209,-12.201,17.851,2.766,-0.112,1.351
-10.151,-12.072,16.683,2.929,-0.372,1.402
-9.850,-11.918,15.558,3.089,-0.637,1.447
-9.400,-11.741,14.490,3.249,-0.876,1.483
-8.868,-11.435,13.403,3.405,-1.079,1.508
-8.313,-11.061,12.316,3.553,-1.250,1.515
-7.594,-10.654,11.009,3.727,-1.411,1.501
-6.958,-10.233,9.749,3.866,-1.500,1.471
-6.393,-9.744,8.404,3.982,-1.548,1.427
-5.895,-9.146,6.977,4.069,-1.562,1.383
-5.468,-8.504,5.473,4.115,-1.538,1.356
-5.061,-7.791,3.994,4.110,-1.473,1.365
-4.602,-7.053,2.538,4.048,-1.376,1.407
-3.994,-6.235,1.259,3.926,-1.256,1.489
-3.199,-5.464,0.211,3.746,-1.115,1.567
-2.255,-4.697,-0.575,3.532,-0.952,1.632
-1.317,-4.013,-1.125,3.277,-0.761,1.664
-0.148,-3.352,-1.662,3.052,-0.541,1.658
0.608,-2.734,-2.136,2.855,-0.321,1.588
1.149,-2.207,-2.562,2.643,-0.158,1.484
1.494,-1.676,-2.945,2.417,-0.029,1.346
1.480,-1.322,-3.203,2.175,0.034,1.186
1.226,-1.149,-3.151,1.939,0.015,1.025
0.876,-1.135,-2.792,1.724,-0.060,0.886
0.522,-1.216,-2.174,1.553,-0.167,0.776
0.196,-1.365,-1.350,1.439,-0.288,0.693
-0.029,-1.604,-0.431,1.398,-0.413,0.637
-0.239,-1.810,0.431,1.426,-0.536,0.594
-0.426,-1.882,1.154,1.511,-0.653,0.563
-0.613,-1.867,1.662,1.631,-0.746,0.554
-0.804,-1.714,1.867,1.780,-0.807,0.575
-0.848,-1.475,1.719,1.871,-0.826,0.613
-0.824,-1.116,1.389,1.903,-0.851,0.651
-0.546,-0.785,1.106,1.874,-0.881,0.679
-0.124,-0.522,0.915,1.799,-0.891,0.691
0.383,-0.335,0.900,1.693,-0.886,0.674
0.848,-0.124,0.958,1.581,-0.861,0.635
1.216,0.110,1.006,1.451,-0.816,0.581
1.446,0.397,1.058,1.323,-0.762,0.519
1.633,0.651,1.183,1.193,-0.676,0.464
1.652,0.910,1.245,1.068,-0.576,0.421
1.676,1.135,1.346,0.949,-0.495,0.382
1.647,1.365,1.451,0.834,-0.415,0.347
1.633,1.595,1.508,0.721,-0.341,0.320
1.614,1.867,1.542,0.603,-0.273,0.303
1.676,2.083,1.638,0.479,-0.219,0.285
1.834,2.322,1.815,0.351,-0.175,0.256
1.935,2.466,2.054,0.222,-0.153,0.211
1.958,2.519,2.485,0.107,-0.143,0.162
1.939,2.562,2.988,0.022,-0.130,0.112
1.848,2.619,3.433,-0.040,-0.106,0.072
1.753,2.729,3.869,-0.079,-0.074,0.045
1.647,2.840,4.223,-0.101,-0.055,0.022
1.551,2.983,4.482,-0.118,-0.044,-0.004
1.437,3.146,4.659,-0.140,-0.042,-0.034
1.312,3.280,4.798,-0.172,-0.053,-0.073
1.154,3.433,4.946,-0.215,-0.073,-0.120
0.967,3.500,5.133,-0.267,-0.096,-0.163
0.771,3.486,5.444,-0.319,-0.124,-0.202
0.579,3.385,5.856,-0.360,-0.157,-0.233
0.431,3.261,6.373,-0.374,-0.181,-0.253
0.273,3.127,6.900,-0.360,-0.198,-0.262
0.158,3.084,7.350,-0.322,-0.197,-0.264
0.010,3.127,7.681,-0.277,-0.179,-0.265
-0.120,3.199,7.853,-0.242,-0.158,-0.263
-0.239,3.266,7.920,-0.224,-0.140,-0.268
-0.369,3.309,7.997,-0.222,-0.127,-0.280
-0.555,3.323,8.155,-0.230,-0.112,-0.288
-0.790,3.251,8.370,-0.234,-0.113,-0.295
-0.986,3.141,8.614,-0.231,-0.111,-0.290
-1.183,3.031,8.830,-0.220,-0.104,-0.274
-1.322,2.993,9.007,-0.211,-0.098,-0.251
-1.374,2.993,9.165,-0.208,-0.085,-0.226
-1.398,2.954,9.328,-0.215,-0.061,-0.205
-1.437,2.883,9.558,-0.224,-0.021,-0.187
-1.456,2.792,9.802,-0.225,0.022,-0.171
-1.465,2.705,9.989,-0.210,0.065,-0.161
-1.528,2.701,10.051,-0.185,0.110,-0.155
-1.657,2.725,9.984,-0.161,0.148,-0.152
-1.853,2.763,9.922,-0.146,0.164,-0.147
-2.030,2.796,9.864,-0.135,0.159,-0.135
-2.140,2.835,9.835,-0.127,0.143,-0.119
-2.184,2.849,9.821,-0.118,0.123,-0.102
-2.121,2.907,9.816,-0.111,0.102,-0.090
-2.040,2.959,9.821,-0.102,0.083,-0.087
-2.016,2.978,9.787,-0.093,0.071,-0.092

-9.357,-8.600,22.788,0.575,-0.356,0.346
-9.768,-8.787,22.831,0.772,-0.306,0.393
-10.175,-8.997,22.654,0.956,-0.256,0.464
-10.520,-9.199,22.333,1.117,-0.212,0.557
-10.769,-9.409,21.917,1.253,-0.186,0.666
-10.922,-9.701,21.529,1.388,-0.183,0.797
-10.851,-9.888,21.241,1.501,-0.205,0.900
-10.721,-9.974,20.887,1.622,-0.245,0.985
-10.515,-10.089,20.427,1.748,-0.311,1.058
-10.271,-10.142,19.925,1.881,-0.397,1.119
-10.017,-10.099,19.321,2.013,-0.501,1.168
-9.692,-9.965,18.560,2.159,-0.657,1.198
-9.438,-9.912,17.990,2.279,-0.815,1.201
-9.218,-9.869,17.492,2.412,-0.983,1.199
-8.902,-9.720,16.970,2.560,-1.131,1.197
-8.566,-9.486,16.309,2.712,-1.252,1.194
-8.207,-9.208,15.553,2.867,-1.354,1.188
-7.834,-8.954,14.676,3.018,-1.441,1.176
-7.403,-8.691,13.690,3.162,-1.487,1.170
-7.025,-8.408,12.531,3.298,-1.487,1.172
-6.689,-8.068,11.281,3.418,-1.466,1.175
-6.388,-7.690,9.716,3.522,-1.463,1.167
-6.120,-7.307,8.380,3.581,-1.468,1.145
-5.890,-6.914,7.068,3.610,-1.473,1.102
-5.693,-6.536,5.851,3.607,-1.484,1.041
-5.588,-6.120,4.779,3.576,-1.498,0.969
-5.459,-5.602,3.821,3.528,-1.499,0.913
-5.277,-5.061,2.950,3.459,-1.475,0.884
-4.966,-4.477,2.140,3.379,-1.410,0.897
-4.573,-3.917,1.365,3.285,-1.308,0.954
-4.017,-3.352,0.622,3.182,-1.173,1.051
-3.299,-2.710,-0.072,3.063,-1.004,1.166
-2.394,-2.016,-0.843,2.912,-0.798,1.282
-1.465,-1.408,-1.528,2.726,-0.573,1.379
-0.613,-0.939,-2.073,2.521,-0.360,1.447
0.215,-0.551,-2.523,2.307,-0.174,1.483
1.015,-0.172,-2.897,2.088,-0.020,1.473
1.709,0.239,-3.208,1.868,0.101,1.409
2.279,0.651,-3.438,1.650,0.187,1.299
2.624,0.867,-3.443,1.440,0.232,1.143
2.610,0.919,-3.266,1.259,0.241,0.961
2.284,0.819,-2.897,1.106,0.181,0.775
1.719,0.579,-2.251,1.002,0.056,0.615
1.130,0.278,-1.494,0.954,-0.103,0.497
0.694,0.014,-0.713,0.959,-0.260,0.422
0.397,-0.148,-0.067,1.004,-0.392,0.379
0.182,-0.206,0.369,1.065,-0.497,0.355
0.043,-0.120,0.570,1.113,-0.576,0.342
0.005,0.081,0.694,1.122,-0.628,0.340
0.034,0.364,0.747,1.085,-0.659,0.343
0.211,0.656,0.881,1.009,-0.669,0.354
0.508,0.924,1.125,0.916,-0.639,0.369
0.857,1.144,1.355,0.819,-0.574,0.379
1.245,1.350,1.566,0.731,-0.480,0.374
1.523,1.609,1.719,0.643,-0.375,0.351
1.676,1.824,1.877,0.554,-0.265,0.317
1.695,2.073,2.002,0.456,-0.159,0.279
1.609,2.222,2.164,0.349,-0.076,0.238
1.460,2.251,2.437,0.236,-0.016,0.197
1.250,2.246,2.830,0.117,0.016,0.156
1.025,2.164,3.405,0.006,0.022,0.119
0.819,2.011,4.094,-0.077,0.025,0.089
0.570,1.776,4.932,-0.114,0.032,0.069
0.220,1.580,5.818,-0.091,0.038,0.065
-0.120,1.489,6.527,-0.018,0.050,0.076
-0.455,1.575,6.876,0.074,0.057,0.095
-0.742,1.757,7.029,0.164,0.046,0.116
-0.867,1.973,7.034,0.242,0.016,0.136
-0.857,2.184,6.919,0.305,-0.023,0.150
-0.795,2.399,6.694,0.352,-0.070,0.155
-0.680,2.600,6.455,0.378,-0.124,0.152
-0.575,2.820,6.187,0.380,-0.188,0.139
-0.460,3.031,5.928,0.354,-0.263,0.122
-0.330,3.199,5.780,0.300,-0.335,0.098
-0.182,3.333,5.804,0.223,-0.395,0.072
0.000,3.414,6.014,0.135,-0.425,0.040
0.129,3.476,6.349,0.049,-0.421,0.003
0.129,3.510,6.632,-0.033,-0.391,-0.037
0.014,3.505,6.953,-0.111,-0.344,-0.074
-0.196,3.448,7.264,-0.184,-0.287,-0.105
-0.450,3.371,7.633,-0.246,-0.221,-0.122
-0.718,3.299,8.011,-0.297,-0.158,-0.131
-0.953,3.251,8.322,-0.337,-0.103,-0.130
-1.120,3.184,8.576,-0.376,-0.053,-0.121
-1.259,3.117,8.787,-0.412,-0.016,-0.113
-1.317,2.983,9.026,-0.440,0.009,-0.105
-1.389,2.816,9.352,-0.445,0.022,-0.102
-1.451,2.658,9.697,-0.421,0.034,-0.100
-1.590,2.562,9.969,-0.372,0.043,-0.095
-1.796,2.543,10.080,-0.315,0.046,-0.081
-1.973,2.595,10.056,-0.270,0.046,-0.056
-2.059,2.677,9.998,-0.245,0.037,-0.023
-1.954,2.753,10.056,-0.237,0.023,0.014
-1.709,2.806,10.195,-0.234,0.019,0.042
-1.441,2.820,10.396,-0.222,0.035,0.061
-1.264,2.796,10.635,-0.192,0.065,0.071
-1.149,2.758,10.836,-0.144,0.107,0.075
-1.140,2.753,10.827,-0.091,0.153,0.070
-1.211,2.772,10.678,-0.044,0.193,0.059
-1.379,2.796,10.520,-0.008,0.218,0.045

-9.079,-8.107,23.104,0.349,0.293,0.953
-9.026,-8.399,23.257,0.451,0.347,0.992
-9.131,-8.739,23.348,0.589,0.372,1.006
-9.380,-9.108,23.248,0.763,0.357,1.003
-9.831,-9.385,22.836,0.960,0.303,1.001
-10.343,-9.601,22.213,1.158,0.218,1.017
-10.755,-9.783,21.510,1.391,0.108,1.073
-11.167,-9.692,20.662,1.502,-0.014,1.128
-11.090,-9.773,19.819,1.601,-0.164,1.187
-10.942,-9.754,19.149,1.694,-0.274,1.221
-10.745,-9.697,18.493,1.800,-0.419,1.224
-10.515,-9.634,17.837,1.920,-0.566,1.205
-10.343,-9.534,17.018,2.054,-0.727,1.172
-10.151,-9.357,16.027,2.190,-0.887,1.136
-9.979,-9.122,14.887,2.303,-1.018,1.117
-9.835,-8.916,13.800,2.386,-1.111,1.123
-9.658,-8.873,12.804,2.479,-1.194,1.167
-9.352,-8.887,12.100,2.581,-1.238,1.229
-8.787,-8.868,11.286,2.714,-1.235,1.297
-8.135,-8.696,10.171,2.865,-1.176,1.336
-7.590,-8.394,8.839,3.017,-1.096,1.346
-7.264,-7.982,7.331,3.148,-1.029,1.331
-7.082,-7.484,5.732,3.237,-0.972,1.308
-7.010,-6.867,4.175,3.274,-0.930,1.304
-6.886,-6.225,2.768,3.251,-0.904,1.335
-6.551,-5.559,1.551,3.179,-0.888,1.405
-5.923,-4.879,0.527,3.064,-0.867,1.492
-5.033,-4.228,-0.259,2.915,-0.826,1.574
-3.960,-3.663,-0.795,2.750,-0.760,1.631
-2.911,-3.156,-1.173,2.578,-0.663,1.648
-2.011,-2.720,-1.379,2.414,-0.553,1.633
-1.283,-2.332,-1.494,2.270,-0.456,1.606
-0.646,-1.906,-1.561,2.147,-0.382,1.559
-0.077,-1.398,-1.676,2.038,-0.331,1.501
0.436,-0.915,-1.762,1.937,-0.306,1.427
0.943,-0.493,-1.791,1.845,-0.304,1.333
1.384,-0.048,-1.781,1.749,-0.323,1.194
1.633,0.287,-1.800,1.662,-0.365,1.058
1.738,0.599,-1.748,1.583,-0.427,0.920
1.776,0.814,-1.633,1.501,-0.502,0.790
1.709,0.948,-1.369,1.426,-0.586,0.679
1.614,1.053,-1.049,1.368,-0.669,0.591
1.551,1.154,-0.713,1.324,-0.732,0.532
1.528,1.192,-0.340,1.291,-0.761,0.505
1.556,1.173,0.005,1.276,-0.753,0.502
1.657,1.173,0.235,1.268,-0.721,0.504
1.767,1.250,0.373,1.251,-0.661,0.496
1.810,1.379,0.378,1.213,-0.604,0.472
1.867,1.518,0.402,1.146,-0.552,0.433
1.853,1.614,0.464,1.057,-0.495,0.383
1.757,1.662,0.527,0.951,-0.451,0.325
1.652,1.695,0.627,0.831,-0.420,0.266
1.551,1.767,0.747,0.699,-0.395,0.205
1.437,1.848,0.996,0.561,-0.368,0.149
1.298,1.877,1.456,0.439,-0.323,0.108
1.164,1.911,1.982,0.349,-0.254,0.083
0.982,1.963,2.495,0.285,-0.168,0.072
0.790,1.963,2.993,0.250,-0.087,0.076
0.627,2.069,3.357,0.233,-0.012,0.082
0.431,2.203,3.577,0.221,0.053,0.082
0.230,2.289,3.768,0.208,0.098,0.078
-0.019,2.365,3.898,0.193,0.121,0.072
-0.230,2.404,4.037,0.173,0.127,0.071
-0.345,2.428,4.104,0.153,0.112,0.074
-0.378,2.514,4.199,0.131,0.076,0.072
-0.359,2.610,4.310,0.099,0.019,0.057
-0.354,2.744,4.477,0.054,-0.055,0.027
-0.345,2.811,4.831,0.005,-0.138,-0.014
-0.354,2.854,5.234,-0.041,-0.215,-0.061
-0.412,2.830,5.669,-0.075,-0.278,-0.109
-0.532,2.811,6.053,-0.099,-0.329,-0.155
-0.675,2.801,6.383,-0.118,-0.365,-0.195
-0.886,2.753,6.718,-0.136,-0.385,-0.223
-1.101,2.715,6.986,-0.155,-0.394,-0.240
-1.293,2.658,7.245,-0.172,-0.399,-0.251
-1.413,2.567,7.513,-0.190,-0.384,-0.251
-1.528,2.547,7.709,-0.208,-0.354,-0.242
-1.628,2.500,7.939,-0.226,-0.329,-0.230
-1.676,2.490,8.179,-0.240,-0.301,-0.216
-1.757,2.476,8.380,-0.254,-0.264,-0.204
-1.844,2.428,8.581,-0.271,-0.222,-0.195
-1.968,2.385,8.739,-0.292,-0.180,-0.184
-2.126,2.313,8.983,-0.310,-0.149,-0.172
-2.322,2.198,9.266,-0.316,-0.115,-0.149
-2.495,2.116,9.538,-0.304,-0.083,-0.116
-2.629,2.088,9.682,-0.287,-0.042,-0.072
-2.658,2.145,9.778,-0.269,-0.007,-0.023
-2.562,2.217,9.802,-0.262,0.032,0.022
-2.389,2.279,9.902,-0.260,0.072,0.054
-2.246,2.274,9.998,-0.256,0.112,0.069
-2.198,2.298,10.118,-0.247,0.143,0.069
-2.222,2.322,10.185,-0.232,0.165,0.063
-2.313,2.327,10.233,-0.211,0.181,0.055
-2.413,2.332,10.209,-0.185,0.186,0.053
-2.500,2.385,10.094,-0.157,0.179,0.051
-2.557,2.456,9.974,-0.135,0.160,0.048
-2.519,2.490,9.888,-0.115,0.127,0.041
-2.490,2.509,9.845,-0.096,0.096,0.029
-2.509,2.509,9.816,-0.074,0.068,0.013
-2.591,2.490,9.797,-0.054,0.049,0.002
