aX,aY,aZ,gX,gY,gZ
-20.049,-4.697,6.914,0.611,0.236,-1.076
-18.756,-3.859,6.483,0.614,0.239,-0.806
-17.425,-3.079,6.105,0.590,0.234,-0.573
-16.046,-2.298,5.775,0.539,0.238,-0.364
-14.662,-1.590,5.502,0.474,0.250,-0.181
-13.001,-0.838,5.243,0.392,0.261,-0.008
-11.688,-0.244,5.047,0.316,0.271,0.100
-10.578,0.230,4.922,0.238,0.271,0.176
-9.644,0.584,4.846,0.164,0.261,0.234
-8.825,0.848,4.899,0.095,0.234,0.283
-8.102,1.077,5.042,0.035,0.205,0.330
-7.503,1.245,5.243,-0.014,0.171,0.379
-6.910,1.346,5.454,-0.057,0.132,0.430
-6.282,1.446,5.602,-0.104,0.097,0.476
-5.689,1.518,5.842,-0.161,0.069,0.509
-5.143,1.504,6.225,-0.215,0.049,0.531
-4.611,1.417,6.689,-0.256,0.039,0.545
-4.085,1.350,7.159,-0.283,0.044,0.548
-3.630,1.317,7.532,-0.302,0.055,0.539
-3.251,1.259,7.791,-0.315,0.065,0.517
-3.050,1.192,8.068,-0.331,0.070,0.487
-2.916,1.111,8.313,-0.345,0.072,0.462
-2.792,0.986,8.614,-0.356,0.074,0.444
-2.629,0.843,8.935,-0.360,0.070,0.428
-2.437,0.723,9.242,-0.355,0.064,0.406
-2.332,0.560,9.519,-0.341,0.063,0.375
-2.380,0.436,9.759,-0.320,0.070,0.346
-2.480,0.330,9.898,-0.298,0.079,0.324
-2.581,0.244,9.998,-0.280,0.084,0.305
-2.658,0.163,10.089,-0.269,0.084,0.292
-2.729,0.053,10.218,-0.260,0.085,0.282
-2.772,-0.014,10.319,-0.247,0.086,0.276
-2.806,-0.091,10.348,-0.230,0.084,0.269
-2.796,-0.120,10.300,-0.213,0.086,0.266
-2.787,-0.134,10.218,-0.206,0.085,0.259
-2.777,-0.172,10.204,-0.201,0.080,0.248
-2.825,-0.239,10.228,-0.192,0.077,0.235
-2.911,-0.297,10.242,-0.179,0.075,0.224
-3.089,-0.330,10.195,-0.165,0.076,0.217
-3.256,-0.330,10.127,-0.155,0.079,0.221
-3.419,-0.330,10.094,-0.148,0.081,0.235
-3.519,-0.345,10.051,-0.141,0.078,0.254
-3.539,-0.326,10.017,-0.136,0.075,0.275
-3.481,-0.297,9.974,-0.132,0.070,0.290
-3.395,-0.268,9.898,-0.129,0.064,0.298
-3.333,-0.239,9.764,-0.125,0.054,0.298
-3.290,-0.192,9.615,-0.128,0.037,0.293
-3.256,-0.148,9.524,-0.137,0.017,0.286
-3.266,-0.129,9.491,-0.148,-0.002,0.283
-3.275,-0.115,9.505,-0.161,-0.017,0.282
-3.256,-0.091,9.524,-0.179,-0.026,0.284
-3.203,-0.072,9.562,-0.200,-0.024,0.291
-3.146,-0.062,9.663,-0.222,-0.010,0.298
-3.036,-0.091,9.802,-0.242,0.011,0.304
-2.911,-0.139,9.931,-0.257,0.038,0.302
-2.830,-0.215,10.027,-0.267,0.068,0.293
-2.902,-0.297,10.089,-0.274,0.099,0.273
-3.041,-0.359,10.118,-0.280,0.114,0.254
-3.232,-0.450,10.166,-0.286,0.116,0.236
-3.481,-0.603,10.285,-0.282,0.107,0.228

15.639,-5.899,19.719,0.503,-0.432,-1.379
17.023,-6.167,20.183,0.628,-0.334,-1.613
18.239,-6.397,20.389,0.760,-0.214,-1.877
19.422,-6.646,20.403,0.897,-0.068,-2.177
20.643,-6.996,20.370,1.064,0.169,-2.573
21.457,-7.518,20.116,1.231,0.371,-2.978
21.754,-8.083,19.609,1.429,0.571,-3.456
21.189,-8.787,18.751,1.656,0.710,-3.986
19.776,-9.529,17.593,1.893,0.791,-4.366
17.851,-10.362,16.204,2.116,0.798,-4.366
15.591,-11.219,14.844,2.324,0.710,-4.366
12.526,-12.206,13.331,2.554,0.555,-4.366
9.582,-12.948,12.019,2.738,0.346,-4.366
6.565,-13.580,10.630,2.900,0.134,-4.366
3.347,-13.968,9.036,3.030,-0.076,-4.366
0.072,-14.016,7.250,3.083,-0.277,-4.366
-3.314,-13.824,5.329,3.046,-0.511,-4.366
-6.282,-13.532,3.721,2.910,-0.775,-4.366
-8.748,-13.388,2.547,2.694,-0.913,-4.366
-11.018,-13.360,1.628,2.438,-0.950,-4.366
-13.408,-13.283,0.895,2.125,-0.934,-4.366
-15.251,-12.972,0.474,1.822,-0.887,-4.366
-16.812,-12.531,0.359,1.454,-0.759,-4.366
-18.148,-12.129,0.651,1.045,-0.508,-4.366
-19.498,-11.823,1.374,0.646,-0.200,-4.366
-20.820,-11.598,2.614,0.304,0.063,-4.366
-21.926,-11.564,4.362,0.073,0.289,-4.366
-22.884,-11.463,6.206,-0.026,0.537,-4.270
-23.434,-11.143,7.178,0.005,0.691,-3.902
-23.798,-10.606,7.551,0.082,0.759,-3.556
-24.057,-10.013,7.714,0.159,0.730,-3.231
-24.114,-9.419,7.853,0.237,0.634,-2.908
-23.937,-8.720,7.877,0.320,0.513,-2.573
-23.406,-7.968,7.743,0.384,0.364,-2.236
-22.491,-7.187,7.547,0.429,0.210,-1.903
-21.203,-6.354,7.422,0.457,0.053,-1.593
-19.403,-5.377,7.202,0.474,-0.073,-1.271
-17.822,-4.468,6.910,0.464,-0.096,-1.027
-16.400,-3.630,6.546,0.411,-0.064,-0.810
-15.002,-2.911,6.345,0.339,-0.027,-0.623
-13.666,-2.313,6.302,0.268,0.039,-0.465
-12.426,-1.791,6.278,0.203,0.129,-0.327
-11.286,-1.240,6.196,0.142,0.219,-0.213
-10.262,-0.781,6.072,0.075,0.292,-0.123
-9.376,-0.412,6.100,0.014,0.347,-0.050
-8.633,-0.153,6.220,-0.028,0.384,0.007
-7.944,0.053,6.287,-0.053,0.407,0.056
-7.422,0.259,6.340,-0.066,0.411,0.094
-6.958,0.421,6.426,-0.074,0.387,0.128
-6.503,0.546,6.469,-0.074,0.343,0.160
-6.014,0.675,6.565,-0.070,0.293,0.185
-5.598,0.766,6.704,-0.064,0.232,0.198
-5.282,0.848,6.847,-0.059,0.164,0.210
-4.956,0.924,6.996,-0.060,0.096,0.220
-4.640,0.982,7.120,-0.077,0.056,0.232
-4.310,0.982,7.302,-0.111,0.013,0.233
-4.003,0.900,7.585,-0.153,-0.004,0.227
-3.816,0.742,7.939,-0.192,-0.002,0.221
-3.625,0.565,8.370,-0.222,0.022,0.225
-3.452,0.417,8.744,-0.240,0.061,0.234
-3.285,0.297,9.036,-0.252,0.111,0.242
-3.160,0.182,9.280,-0.264,0.157,0.239
-3.074,0.043,9.467,-0.272,0.189,0.225
-3.060,-0.091,9.649,-0.271,0.205,0.202
-3.108,-0.254,9.807,-0.262,0.202,0.176
-3.218,-0.383,9.922,-0.246,0.180,0.151
-3.347,-0.498,9.984,-0.224,0.136,0.124
-3.510,-0.613,10.003,-0.198,0.081,0.103
-3.673,-0.713,10.013,-0.174,0.026,0.090
-3.768,-0.824,10.108,-0.152,-0.029,0.089
-3.759,-0.919,10.180,-0.126,-0.071,0.099
-3.639,-0.972,10.266,-0.096,-0.088,0.114
-3.543,-0.958,10.209,-0.075,-0.083,0.128
-3.515,-0.919,10.142,-0.070,-0.062,0.139
-3.510,-0.905,10.084,-0.074,-0.027,0.155
-3.486,-0.871,10.036,-0.082,0.017,0.177
-3.448,-0.828,9.950,-0.094,0.075,0.207
-3.443,-0.795,9.821,-0.111,0.117,0.231
-3.428,-0.766,9.778,-0.133,0.144,0.252
-3.400,-0.761,9.744,-0.148,0.160,0.271
-3.395,-0.809,9.730,-0.155,0.161,0.284
-3.338,-0.828,9.754,-0.152,0.144,0.294
-3.165,-0.800,9.716,-0.147,0.122,0.293
-3.026,-0.781,9.668,-0.144,0.096,0.275
-3.031,-0.785,9.649,-0.143,0.063,0.245
-3.136,-0.828,9.663,-0.146,0.017,0.215
-3.256,-0.900,9.730,-0.151,-0.025,0.197
-3.304,-0.948,9.821,-0.152,-0.060,0.188
-3.304,-0.986,9.960,-0.154,-0.076,0.183
-3.352,-1.020,10.036,-0.154,-0.081,0.181
-3.443,-1.082,10.089,-0.153,-0.073,0.187
-3.553,-1.125,10.147,-0.150,-0.057,0.203
-3.639,-1.197,10.233,-0.141,-0.037,0.228
-3.630,-1.231,10.271,-0.129,-0.011,0.254
-3.625,-1.235,10.204,-0.122,0.013,0.276
-3.591,-1.226,10.137,-0.120,0.031,0.290
-3.563,-1.216,10.046,-0.119,0.042,0.298
-3.606,-1.197,9.984,-0.121,0.048,0.304
-3.634,-1.207,9.960,-0.125,0.040,0.307
-3.668,-1.235,9.989,-0.119,0.026,0.311

14.906,-6.325,19.838,0.710,0.178,-1.621
15.653,-6.689,19.767,0.906,0.240,-1.932
16.084,-7.025,19.503,1.090,0.297,-2.275
16.180,-7.537,19.197,1.299,0.340,-2.699
15.998,-7.997,18.866,1.458,0.374,-3.055
15.548,-8.437,18.421,1.613,0.385,-3.396
14.997,-8.906,18.028,1.760,0.365,-3.736
14.183,-9.433,17.588,1.911,0.343,-4.070
13.149,-9.941,16.980,2.069,0.338,-4.366
11.756,-10.405,16.146,2.225,0.343,-4.366
9.792,-10.903,14.992,2.388,0.337,-4.366
7.982,-11.258,13.910,2.513,0.294,-4.366
6.321,-11.511,12.766,2.618,0.269,-4.366
4.515,-11.760,11.617,2.708,0.242,-4.366
2.739,-12.005,10.410,2.796,0.182,-4.366
0.953,-12.038,9.060,2.858,0.110,-4.366
-1.039,-11.847,7.518,2.873,0.021,-4.366
-3.347,-11.454,5.938,2.814,-0.076,-4.366
-5.784,-11.042,4.640,2.677,-0.195,-4.366
-8.068,-10.721,3.826,2.495,-0.321,-4.366
-10.333,-10.429,3.333,2.270,-0.452,-4.366
-11.890,-10.214,3.122,2.079,-0.523,-4.366
-13.187,-9.993,2.883,1.894,-0.571,-4.366
-14.107,-9.835,2.643,1.719,-0.590,-4.366
-14.949,-9.711,2.351,1.556,-0.493,-4.366
-16.127,-9.433,1.963,1.389,-0.326,-4.366
-17.684,-9.131,1.556,1.202,-0.203,-4.366
-19.336,-8.954,1.408,0.998,-0.127,-4.366
-20.992,-8.882,1.590,0.790,-0.077,-4.366
-22.860,-8.940,2.279,0.580,-0.030,-4.227
-24.311,-8.892,3.021,0.451,-0.037,-3.947
-25.441,-8.710,3.615,0.365,-0.085,-3.635
-26.217,-8.447,4.219,0.310,-0.103,-3.288
-26.758,-8.303,4.865,0.294,-0.068,-2.905
-26.978,-7.681,5.583,0.412,0.021,-2.451
-27.308,-6.910,5.895,0.345,0.059,-2.036
-26.940,-6.402,6.278,0.310,0.064,-1.582
-26.312,-5.837,6.618,0.294,0.098,-1.089
-25.091,-5.282,6.881,0.313,0.119,-0.593
-23.329,-4.602,6.881,0.356,0.187,-0.105
-21.117,-3.764,6.536,0.394,0.258,0.330
-18.378,-2.705,5.708,0.405,0.339,0.740
-16.175,-1.877,4.908,0.364,0.379,1.011
-14.078,-1.250,4.305,0.286,0.377,1.231
-11.976,-0.651,3.855,0.187,0.353,1.411
-9.840,-0.115,3.610,0.067,0.302,1.545
-7.786,0.335,3.577,-0.074,0.236,1.628
-5.847,0.656,3.898,-0.229,0.180,1.653
-4.185,0.857,4.511,-0.378,0.154,1.630
-2.739,0.939,5.377,-0.498,0.139,1.583
-1.556,0.929,6.383,-0.583,0.140,1.500
-0.666,0.881,7.417,-0.637,0.155,1.390
-0.148,0.790,8.413,-0.663,0.186,1.270
0.057,0.666,9.323,-0.661,0.221,1.156
0.081,0.527,10.070,-0.636,0.251,1.063
0.062,0.436,10.616,-0.599,0.278,0.985
0.072,0.340,11.056,-0.558,0.298,0.916
0.072,0.225,11.420,-0.515,0.314,0.851
0.057,0.110,11.756,-0.456,0.334,0.784
-0.086,0.048,11.885,-0.391,0.339,0.718
-0.306,-0.038,11.942,-0.330,0.332,0.657
-0.627,-0.163,11.909,-0.269,0.313,0.614
-0.809,-0.268,11.837,-0.208,0.284,0.588
-0.881,-0.340,11.688,-0.154,0.258,0.564
-0.852,-0.388,11.487,-0.108,0.230,0.536
-0.857,-0.431,11.190,-0.071,0.211,0.499
-0.958,-0.455,10.908,-0.047,0.194,0.457
-1.130,-0.474,10.592,-0.034,0.180,0.418
-1.331,-0.484,10.295,-0.034,0.165,0.382
-1.551,-0.493,10.070,-0.045,0.147,0.352
-1.733,-0.522,9.859,-0.060,0.129,0.325
-1.968,-0.579,9.773,-0.080,0.117,0.306
-2.145,-0.637,9.735,-0.092,0.112,0.297
-2.294,-0.646,9.711,-0.102,0.105,0.292
-2.423,-0.637,9.615,-0.114,0.094,0.287
-2.509,-0.622,9.582,-0.129,0.079,0.280
-2.605,-0.666,9.606,-0.138,0.064,0.267
-2.763,-0.699,9.591,-0.144,0.050,0.252
-2.954,-0.728,9.625,-0.149,0.030,0.240
-3.151,-0.761,9.625,-0.154,0.008,0.232
-3.395,-0.785,9.620,-0.160,-0.012,0.232
-3.610,-0.804,9.615,-0.169,-0.031,0.241
-3.730,-0.828,9.644,-0.178,-0.052,0.253
-3.840,-0.881,9.682,-0.188,-0.066,0.267
-3.917,-0.962,9.706,-0.192,-0.080,0.282
-4.032,-1.058,9.773,-0.190,-0.094,0.297
-4.104,-1.106,9.759,-0.184,-0.104,0.308
-4.209,-1.125,9.658,-0.181,-0.109,0.315
-4.396,-1.164,9.534,-0.185,-0.120,0.323
-4.650,-1.202,9.452,-0.187,-0.137,0.335
-4.884,-1.245,9.361,-0.187,-0.160,0.357
-5.100,-1.288,9.275,-0.188,-0.186,0.389
-5.239,-1.336,9.227,-0.190,-0.210,0.433
-5.296,-1.365,9.213,-0.194,-0.225,0.479
-5.282,-1.389,9.218,-0.201,-0.228,0.526
-5.210,-1.408,9.256,-0.209,-0.217,0.572
-5.124,-1.413,9.285,-0.216,-0.191,0.615
-5.028,-1.408,9.285,-0.223,-0.151,0.655
-4.927,-1.355,9.227,-0.233,-0.108,0.688
-4.836,-1.302,9.136,-0.246,-0.070,0.710

16.922,-6.670,17.243,1.102,0.009,-3.572
16.554,-7.336,17.358,1.298,0.076,-3.918
15.787,-7.863,16.946,1.504,0.186,-4.251
14.662,-8.375,16.127,1.693,0.274,-4.366
13.211,-9.074,15.088,1.885,0.332,-4.366
11.981,-9.677,14.193,2.038,0.348,-4.366
10.716,-10.271,13.245,2.186,0.344,-4.366
9.098,-10.788,12.024,2.321,0.304,-4.366
7.269,-11.224,10.726,2.411,0.257,-4.366
5.037,-11.617,9.342,2.453,0.195,-4.366
2.634,-11.923,8.135,2.448,0.083,-4.366
0.259,-12.354,7.149,2.407,-0.067,-4.366
-2.380,-12.617,6.416,2.316,-0.251,-4.366
-4.683,-12.742,6.033,2.201,-0.422,-4.366
-7.116,-12.799,5.842,2.064,-0.609,-4.366
-9.500,-12.953,5.942,1.915,-0.737,-4.366
-11.928,-13.144,6.297,1.768,-0.711,-4.366
-14.380,-13.278,6.517,1.656,-0.618,-4.366
-16.501,-13.259,6.493,1.559,-0.555,-4.366
-18.081,-13.139,6.325,1.452,-0.480,-4.366
-19.369,-12.933,5.981,1.317,-0.306,-4.366
-20.830,-12.459,5.420,1.122,-0.002,-4.366
-21.998,-12.048,4.966,0.934,0.248,-4.366
-22.917,-11.602,4.611,0.739,0.437,-4.366
-23.645,-11.095,4.515,0.541,0.562,-4.187
-24.229,-10.582,4.664,0.357,0.617,-3.812
-24.665,-10.084,5.128,0.203,0.610,-3.440
-24.890,-9.601,5.713,0.090,0.568,-3.058
-24.885,-9.117,6.349,0.022,0.525,-2.657
-24.526,-8.576,7.106,0.019,0.479,-2.162
-23.808,-7.992,7.570,0.078,0.424,-1.734
-22.687,-7.187,7.642,0.159,0.360,-1.338
-21.371,-6.297,7.460,0.228,0.282,-0.998
-20.078,-5.425,7.264,0.281,0.184,-0.706
-18.727,-4.568,7.106,0.321,0.080,-0.447
-17.329,-3.740,6.823,0.340,-0.001,-0.207
-15.869,-2.935,6.541,0.332,-0.073,0.011
-14.394,-2.236,6.340,0.295,-0.118,0.208
-12.948,-1.633,6.263,0.240,-0.130,0.383
-11.454,-1.111,6.225,0.177,-0.123,0.540
-9.955,-0.622,6.225,0.103,-0.084,0.669
-8.566,-0.220,6.282,0.027,-0.033,0.767
-7.298,0.053,6.369,-0.046,0.034,0.830
-6.268,0.268,6.493,-0.112,0.101,0.858
-5.353,0.431,6.642,-0.171,0.150,0.855
-4.697,0.589,6.761,-0.224,0.184,0.832
-4.223,0.642,6.948,-0.269,0.180,0.797
-3.831,0.637,7.197,-0.305,0.160,0.758
-3.543,0.575,7.537,-0.335,0.122,0.719
-3.318,0.450,7.992,-0.347,0.080,0.684
-3.108,0.292,8.533,-0.339,0.033,0.656
-2.907,0.144,9.041,-0.311,-0.003,0.633
-2.720,0.067,9.409,-0.274,-0.023,0.608
-2.557,0.034,9.629,-0.239,-0.029,0.580
-2.442,-0.014,9.740,-0.212,-0.032,0.552
-2.404,-0.110,9.917,-0.187,-0.032,0.527
-2.365,-0.172,10.022,-0.163,-0.028,0.509
-2.322,-0.201,9.989,-0.143,-0.017,0.497
-2.279,-0.196,9.926,-0.136,0.000,0.489
-2.174,-0.220,9.898,-0.137,0.021,0.481
-2.049,-0.230,9.869,-0.144,0.048,0.473
-1.939,-0.235,9.821,-0.155,0.074,0.460
-1.872,-0.249,9.816,-0.171,0.095,0.442
-1.872,-0.283,9.840,-0.186,0.111,0.418
-1.915,-0.364,9.917,-0.199,0.131,0.398
-1.992,-0.474,10.051,-0.204,0.149,0.389
-2.025,-0.613,10.309,-0.190,0.165,0.389
-1.973,-0.666,10.520,-0.158,0.183,0.387
-1.954,-0.651,10.511,-0.125,0.198,0.367
-2.025,-0.666,10.448,-0.097,0.199,0.330
-2.241,-0.685,10.424,-0.070,0.190,0.286
-2.595,-0.723,10.348,-0.041,0.169,0.254
-2.902,-0.718,10.204,-0.009,0.136,0.239
-3.098,-0.661,10.008,0.015,0.093,0.235
-3.223,-0.618,9.740,0.026,0.042,0.231
-3.328,-0.599,9.538,0.026,0.002,0.229
-3.409,-0.565,9.337,0.015,-0.025,0.233
-3.452,-0.532,9.146,-0.006,-0.040,0.241
-3.467,-0.527,9.012,-0.039,-0.042,0.250
-3.505,-0.555,8.916,-0.080,-0.036,0.260
-3.548,-0.584,8.916,-0.128,-0.021,0.275
-3.582,-0.642,9.031,-0.177,-0.005,0.292
-3.582,-0.733,9.242,-0.215,0.019,0.312
-3.625,-0.814,9.519,-0.236,0.051,0.336
-3.692,-0.900,9.764,-0.239,0.082,0.364
-3.745,-0.900,9.883,-0.233,0.109,0.395
-3.802,-0.910,9.902,-0.229,0.126,0.424
-3.840,-0.924,9.946,-0.228,0.126,0.448
-3.850,-0.982,9.989,-0.220,0.115,0.469
-3.879,-1.001,10.022,-0.205,0.099,0.485
-3.912,-0.996,10.017,-0.187,0.077,0.497
-4.013,-1.010,9.912,-0.172,0.049,0.507
-4.085,-1.020,9.850,-0.166,0.018,0.522
-4.085,-0.991,9.802,-0.166,-0.007,0.545
-3.960,-0.991,9.778,-0.170,-0.020,0.570
-3.745,-0.953,9.768,-0.179,-0.020,0.588
-3.572,-0.939,9.826,-0.192,-0.009,0.598
-3.481,-0.910,9.878,-0.207,0.012,0.608
-3.400,-0.910,9.965,-0.223,0.042,0.622
-3.270,-0.915,10.070,-0.236,0.075,0.635

15.850,-7.384,16.716,1.397,0.074,-3.920
15.136,-7.963,16.276,1.522,0.124,-4.257
14.068,-8.528,15.639,1.632,0.181,-4.366
12.584,-9.155,14.820,1.738,0.265,-4.366
11.186,-9.673,14.087,1.817,0.340,-4.366
9.735,-10.295,13.331,1.904,0.384,-4.366
8.097,-10.975,12.550,1.990,0.448,-4.366
6.187,-11.741,11.708,2.073,0.475,-4.366
4.310,-12.412,10.874,2.159,0.450,-4.366
2.365,-12.933,9.893,2.234,0.407,-4.366
0.335,-13.340,8.882,2.277,0.338,-4.366
-1.925,-13.570,7.910,2.288,0.251,-4.366
-4.879,-13.676,6.847,2.249,0.124,-4.366
-7.594,-13.580,6.067,2.171,-0.028,-4.366
-10.233,-13.388,5.440,2.043,-0.192,-4.366
-12.507,-13.120,4.966,1.875,-0.369,-4.366
-14.121,-12.900,4.788,1.678,-0.514,-4.366
-15.304,-12.752,4.942,1.488,-0.571,-4.366
-16.261,-12.598,5.358,1.318,-0.565,-4.366
-16.994,-12.412,5.890,1.179,-0.483,-4.366
-17.870,-12.153,6.416,1.061,-0.244,-4.366
-18.862,-11.799,6.479,0.974,-0.007,-4.366
-19.944,-11.382,6.517,0.878,0.178,-4.132
-21.012,-11.013,6.723,0.789,0.290,-3.848
-21.902,-10.645,7.106,0.724,0.355,-3.539
-22.568,-10.214,7.513,0.694,0.408,-3.203
-22.951,-9.677,7.858,0.693,0.452,-2.843
-22.970,-8.930,8.049,0.713,0.486,-2.409
-22.549,-8.250,8.083,0.744,0.496,-2.037
-21.739,-7.518,7.939,0.785,0.482,-1.686
-20.643,-6.704,7.594,0.826,0.444,-1.377
-19.427,-5.851,7.092,0.853,0.382,-1.117
-18.258,-5.013,6.574,0.864,0.316,-0.904
-17.210,-4.166,6.029,0.848,0.249,-0.721
-16.290,-3.472,5.741,0.821,0.170,-0.548
-15.366,-2.835,5.497,0.802,0.098,-0.372
-14.380,-2.198,5.210,0.781,0.043,-0.187
-13.226,-1.518,4.860,0.742,0.008,0.001
-11.937,-0.895,4.477,0.674,-0.007,0.178
-10.534,-0.215,4.266,0.573,0.015,0.338
-9.246,0.235,4.209,0.454,0.045,0.466
-7.896,0.565,4.310,0.337,0.069,0.564
-6.685,0.862,4.501,0.221,0.103,0.616
-5.775,1.010,4.808,0.118,0.144,0.635
-5.176,1.034,5.272,0.045,0.182,0.647
-4.659,1.015,5.684,0.004,0.211,0.654
-4.204,1.058,5.981,-0.024,0.225,0.650
-3.869,1.120,6.167,-0.053,0.214,0.629
-3.697,1.154,6.359,-0.094,0.175,0.600
-3.572,1.058,6.747,-0.135,0.118,0.576
-3.467,0.929,7.245,-0.165,0.068,0.570
-3.285,0.824,7.685,-0.184,0.033,0.575
-2.993,0.733,8.059,-0.198,0.013,0.583
-2.696,0.622,8.365,-0.213,0.011,0.585
-2.476,0.517,8.667,-0.228,0.026,0.582
-2.308,0.393,8.978,-0.237,0.047,0.575
-2.116,0.268,9.251,-0.241,0.073,0.563
-1.978,0.177,9.462,-0.239,0.104,0.540
-1.872,0.086,9.639,-0.235,0.135,0.508
-1.891,0.029,9.749,-0.229,0.165,0.471
-2.002,-0.010,9.840,-0.222,0.188,0.434
-2.155,-0.048,9.922,-0.215,0.209,0.408
-2.318,-0.101,10.008,-0.205,0.219,0.389
-2.461,-0.148,10.099,-0.191,0.217,0.379
-2.552,-0.187,10.218,-0.167,0.210,0.376
-2.567,-0.201,10.276,-0.136,0.210,0.376
-2.557,-0.158,10.185,-0.107,0.207,0.368
-2.557,-0.120,10.113,-0.094,0.189,0.352
-2.614,-0.144,10.080,-0.084,0.166,0.334
-2.705,-0.172,10.099,-0.072,0.145,0.321
-2.792,-0.187,10.094,-0.058,0.127,0.313
-2.878,-0.196,9.998,-0.046,0.106,0.312
-2.978,-0.172,9.926,-0.042,0.087,0.314
-3.031,-0.168,9.855,-0.045,0.075,0.321
-3.079,-0.163,9.831,-0.051,0.070,0.332
-3.079,-0.172,9.855,-0.052,0.070,0.343
-3.069,-0.163,9.792,-0.050,0.075,0.356
-3.089,-0.172,9.740,-0.051,0.082,0.371
-3.084,-0.153,9.649,-0.063,0.084,0.387
-2.983,-0.148,9.591,-0.081,0.078,0.401
-2.844,-0.201,9.692,-0.098,0.070,0.407
-2.744,-0.268,9.835,-0.102,0.063,0.402
-2.701,-0.302,9.946,-0.097,0.056,0.393
-2.710,-0.302,9.907,-0.096,0.049,0.383
-2.734,-0.283,9.864,-0.104,0.037,0.375
-2.772,-0.345,9.893,-0.119,0.023,0.373
-2.715,-0.421,10.041,-0.132,0.013,0.374
-2.629,-0.464,10.175,-0.137,0.011,0.373
-2.552,-0.508,10.295,-0.136,0.012,0.368
-2.509,-0.555,10.386,-0.130,0.017,0.362
-2.490,-0.579,10.458,-0.121,0.026,0.355
-2.490,-0.608,10.429,-0.113,0.032,0.345
-2.538,-0.599,10.372,-0.107,0.030,0.329
-2.629,-0.594,10.305,-0.105,0.017,0.314
-2.653,-0.603,10.353,-0.100,-0.004,0.302
-2.662,-0.599,10.381,-0.090,-0.025,0.292
-2.658,-0.584,10.348,-0.078,-0.044,0.282
-2.677,-0.594,10.357,-0.064,-0.068,0.274
-2.686,-0.618,10.429,-0.043,-0.074,0.275
-2.634,-0.603,10.463,-0.019,-0.063,0.282
